SOURCE,TARGET,RATING,DATE,TIME
5553,35,1,2014-04-30,16:53:34
5553,5554,1,2014-05-01,21:31:17
5553,5556,1,2014-05-02,18:31:52
5553,5564,1,2014-05-04,19:08:28
5554,5316,1,2014-05-19,22:41:57
5554,5553,1,2014-05-01,17:45:34
5555,3427,1,2014-05-07,21:03:48
5555,3640,2,2014-05-01,22:38:01
5556,5553,1,2014-05-02,18:33:02
5556,5704,1,2014-07-25,19:29:44
5556,5738,-10,2014-08-17,00:43:58
5558,5316,3,2014-05-03,12:06:07
5559,1352,1,2014-05-29,00:34:47
5559,2045,1,2014-05-03,17:35:34
5559,3572,1,2014-05-03,18:37:33
5559,3640,1,2014-05-03,18:18:31
5559,3707,1,2014-05-03,18:15:18
5559,3722,2,2014-05-03,17:32:15
5559,3878,1,2014-05-03,18:17:48
5559,4860,1,2014-05-03,17:36:34
5559,545,1,2014-05-03,18:14:07
5559,5514,1,2014-05-03,17:35:09
556,520,1,2011-05-14,20:09:54
5560,3897,10,2014-05-04,04:15:49
5563,1810,1,2014-05-04,17:56:14
5564,5553,1,2014-05-04,19:09:09
5565,2132,1,2014-11-20,01:45:52
5565,3451,1,2014-11-16,14:36:11
5565,3988,2,2014-11-25,15:38:24
5565,5529,2,2014-09-09,00:41:33
5565,5612,2,2014-07-07,02:36:32
5565,5848,1,2014-11-21,10:43:59
5566,35,1,2014-05-05,00:18:54
5568,5492,10,2014-05-05,10:48:05
5569,1316,1,2015-09-02,21:43:30
5569,2296,1,2014-05-15,17:12:58
5569,2835,2,2014-05-06,20:05:27
5569,33,3,2014-05-30,15:56:49
5569,3897,3,2014-05-07,20:20:09
557,1020,3,2011-06-09,08:20:22
557,394,2,2011-05-14,21:15:57
557,537,4,2011-06-09,07:36:16
5570,5541,1,2014-05-08,11:00:35
5573,3878,1,2014-05-10,16:09:39
5574,3451,-10,2014-05-12,12:24:10
5574,5522,-1,2014-05-12,12:21:09
5577,3640,1,2014-05-13,21:14:29
5578,3707,1,2015-01-13,19:45:37
5578,3722,4,2015-01-01,05:27:01
5578,5677,3,2015-01-01,05:27:17
5578,5840,3,2015-01-01,05:27:27
5578,5846,-1,2015-01-01,05:27:49
5578,5847,3,2015-01-01,05:27:39
5578,5876,3,2015-01-01,05:28:46
5579,35,1,2014-06-17,08:05:06
558,443,2,2011-05-15,02:29:07
558,88,2,2011-05-15,02:27:18
5580,3040,1,2014-05-14,11:58:43
5581,5443,2,2014-05-15,05:38:41
5582,2397,1,2014-05-15,21:58:23
5582,5612,1,2014-06-24,19:11:20
5583,3040,1,2014-05-18,04:52:30
5583,5316,1,2014-05-16,11:56:18
559,198,1,2011-05-14,23:39:54
559,699,1,2011-05-26,02:43:01
559,732,1,2011-06-08,17:38:38
5590,3452,1,2014-05-20,19:06:38
5590,4511,2,2014-05-29,01:13:22
5590,4828,1,2014-05-20,19:06:12
5590,5618,10,2014-06-08,04:11:23
5590,5619,10,2014-06-08,13:39:03
5591,2397,7,2014-08-30,00:37:18
5591,2835,1,2014-06-04,06:52:04
5591,2942,3,2015-04-10,21:06:08
5591,3820,1,2015-05-13,19:03:20
5591,3828,3,2015-03-23,17:31:28
5591,4172,1,2014-07-16,18:36:25
5591,4291,3,2015-03-02,22:32:04
5591,4365,1,2014-07-01,02:42:15
5591,4515,1,2014-08-20,21:47:36
5591,4921,1,2015-06-12,19:40:27
5591,5316,1,2014-05-21,22:44:20
5591,5541,1,2014-07-01,02:41:39
5591,5635,4,2014-08-22,17:56:13
5591,5672,1,2014-07-03,16:36:58
5591,5921,1,2015-06-12,19:47:58
5593,115,1,2014-05-22,11:28:06
5594,3640,3,2014-05-23,07:40:23
5596,1731,4,2014-05-31,01:41:47
5596,2110,1,2014-06-27,03:34:15
5596,3040,1,2014-06-27,05:36:43
5596,3828,1,2014-05-26,03:10:46
5596,4197,1,2014-05-23,20:49:19
5596,5316,1,2014-07-07,22:27:44
5596,5472,1,2014-05-23,22:20:37
5596,5554,-1,2014-05-23,19:50:35
5596,5656,1,2014-06-27,07:44:02
5596,5657,1,2014-06-27,08:30:06
5597,5472,1,2014-05-24,01:33:58
5598,4291,10,2014-06-15,22:42:34
5598,5472,-1,2014-05-31,03:00:24
56,1,2,2010-12-21,19:45:57
56,114,1,2011-04-05,16:11:18
56,13,1,2011-06-05,14:15:07
56,202,1,2011-04-05,14:18:24
56,35,2,2011-08-29,00:18:04
56,60,2,2011-03-22,18:46:02
56,7,3,2011-02-17,23:06:04
560,394,1,2011-05-15,00:17:45
560,839,2,2011-06-03,20:51:43
5602,1352,2,2014-06-17,05:39:19
5602,3470,5,2014-10-08,02:13:03
5602,3722,1,2014-10-08,01:56:20
5602,5482,2,2014-06-17,05:41:41
5602,5606,5,2014-10-08,02:19:41
5602,5623,5,2014-10-08,02:18:02
5602,5661,3,2014-10-08,02:14:51
5602,5806,5,2014-10-08,02:28:54
5602,5836,1,2014-11-17,20:37:33
5604,135,2,2014-05-31,21:20:12
5604,4304,4,2014-05-31,04:51:42
5604,5516,4,2014-06-02,00:22:42
5605,1352,1,2014-12-03,22:17:24
5605,35,1,2014-10-31,19:09:15
5605,3988,1,2014-12-04,21:23:59
5605,4291,1,2015-04-28,16:45:05
5605,4385,1,2014-10-29,20:30:13
5606,2,3,2014-07-23,17:37:54
5606,2822,2,2014-10-29,23:37:45
5606,2993,-1,2014-10-29,01:20:38
5606,3722,1,2014-10-08,01:53:22
5606,5482,2,2014-10-15,15:43:22
5606,5525,1,2014-10-29,01:24:26
5606,5571,1,2014-07-23,15:59:24
5606,5602,5,2014-10-08,01:50:36
5606,5623,5,2014-10-08,02:11:10
5606,5806,5,2014-10-08,01:49:07
5606,5833,4,2014-11-04,15:09:15
5607,1731,3,2014-06-02,04:46:44
5608,2110,1,2014-06-06,23:20:00
5608,3878,1,2014-06-06,23:18:34
5608,4511,1,2014-06-07,10:47:16
5608,5612,2,2014-06-07,02:51:14
5609,3828,1,2014-06-30,22:27:26
5609,4649,9,2014-06-12,06:42:34
5609,5316,1,2014-06-06,01:22:32
5609,5472,1,2014-06-04,05:02:57
5609,5610,1,2014-06-06,01:20:33
561,1231,1,2011-06-25,09:31:29
561,1254,1,2011-06-24,18:57:27
561,390,2,2011-05-27,16:42:39
561,468,2,2011-05-15,01:01:51
561,632,1,2011-05-22,21:30:01
561,647,1,2011-05-23,05:34:11
561,854,1,2011-06-04,05:03:15
561,914,1,2011-06-06,02:00:26
5610,4197,1,2014-06-06,00:59:47
5610,5316,1,2014-06-06,01:19:56
5610,5504,1,2014-06-03,05:16:15
5610,5609,1,2014-06-06,01:19:17
5611,2067,1,2015-06-03,03:42:35
5611,2388,1,2015-06-04,11:34:10
5611,3063,2,2015-06-04,06:57:20
5611,5227,1,2015-06-04,11:32:05
5612,1764,1,2014-08-10,22:09:25
5612,2045,1,2014-08-05,17:17:32
5612,2063,1,2014-07-25,01:48:10
5612,2934,1,2014-07-02,10:51:56
5612,3001,1,2014-07-25,22:44:03
5612,3013,1,2014-06-25,21:27:14
5612,3345,1,2014-07-09,04:03:03
5612,3413,1,2014-08-05,03:09:50
5612,3429,2,2014-08-07,23:19:48
5612,3452,1,2014-06-10,09:37:32
5612,3581,1,2014-06-24,18:39:39
5612,3598,1,2014-07-14,18:01:24
5612,3649,1,2014-09-08,22:39:59
5612,3655,2,2014-10-03,06:01:07
5612,3719,1,2014-08-11,06:45:20
5612,3772,1,2014-06-08,20:23:04
5612,3828,2,2014-09-04,22:17:13
5612,3878,2,2014-10-07,21:19:21
5612,3897,2,2014-07-11,07:43:23
5612,3903,1,2014-08-04,08:37:40
5612,4172,1,2014-08-10,22:08:32
5612,4291,1,2014-08-07,15:59:49
5612,4515,2,2014-08-28,23:41:32
5612,4553,1,2014-08-07,16:26:06
5612,4649,1,2014-07-28,07:13:12
5612,481,1,2014-06-25,20:22:49
5612,4851,1,2014-07-24,07:33:22
5612,4867,2,2014-07-09,18:49:19
5612,4937,1,2014-07-28,18:47:56
5612,5227,1,2014-07-18,18:09:04
5612,5259,5,2014-08-27,20:38:48
5612,5316,1,2014-07-01,03:19:37
5612,5529,4,2014-08-03,23:54:47
5612,5565,2,2014-07-07,02:34:52
5612,5582,1,2014-06-24,19:07:54
5612,5635,-10,2014-09-03,19:19:02
5612,5636,2,2014-06-22,22:43:09
5612,5642,5,2014-07-14,18:02:20
5612,5685,1,2014-07-11,21:31:38
5612,5694,1,2014-07-18,04:32:10
5612,5699,2,2014-07-25,23:14:11
5612,5709,-10,2014-07-31,07:34:01
5612,5712,5,2014-08-30,07:52:42
5612,5714,1,2014-08-06,00:11:51
5612,5715,1,2014-08-06,00:51:56
5612,5724,1,2014-08-13,00:17:54
5612,5725,1,2014-08-13,04:33:18
5612,5767,1,2014-09-03,05:11:24
5612,5791,-10,2014-09-30,03:03:17
5612,710,1,2014-08-26,04:41:00
5613,1352,3,2014-10-11,01:08:44
5614,256,8,2014-06-08,20:54:13
5614,35,1,2014-06-08,20:19:24
5614,3722,3,2014-07-02,05:05:34
5614,4197,1,2014-06-09,01:44:01
5614,4649,2,2015-02-15,01:36:08
5614,5610,-10,2014-06-07,03:13:00
5615,4925,8,2014-06-07,08:55:49
5618,5590,10,2014-06-08,04:13:41
5618,5619,10,2014-06-08,13:39:47
5619,35,7,2014-10-31,13:12:05
5619,5590,10,2014-06-08,14:50:13
5619,5618,10,2014-06-08,14:50:41
5619,5659,3,2014-06-27,15:17:57
5619,5837,1,2014-11-07,11:10:22
562,262,1,2011-05-15,03:51:50
562,488,1,2011-05-16,05:00:43
5622,4209,1,2014-06-10,02:26:49
5623,1352,2,2014-06-15,11:09:04
5623,3470,5,2014-10-08,02:12:41
5623,3707,1,2014-09-18,11:48:35
5623,5482,2,2014-06-15,10:45:33
5623,5525,1,2014-11-06,09:18:30
5623,5602,5,2014-10-08,02:12:16
5623,5606,5,2014-06-15,11:02:14
5623,5613,1,2014-06-21,06:11:37
5623,5661,5,2014-09-18,11:42:31
5623,5762,5,2014-09-18,11:35:08
5623,5806,5,2014-10-08,01:51:56
5623,5836,5,2014-11-06,09:12:07
5624,115,1,2014-06-13,06:23:16
5624,1352,1,2014-06-13,06:20:07
5624,1735,1,2014-06-13,06:25:51
5624,3707,1,2014-06-13,06:38:03
5624,4385,1,2014-06-13,06:40:00
5624,4559,1,2014-06-13,06:44:58
5624,4860,1,2014-06-13,07:13:25
5624,5065,1,2014-06-13,06:46:43
5625,3040,1,2014-06-13,19:11:31
5625,5472,1,2014-06-17,00:31:27
5626,4922,3,2014-06-14,06:29:02
5627,3828,2,2014-06-14,09:25:13
5629,135,-3,2014-12-16,21:54:16
5629,2045,-3,2014-12-23,00:39:35
5629,3640,2,2014-10-30,20:44:00
5629,4860,2,2014-10-30,23:47:02
563,1,1,2011-05-22,10:54:18
563,1624,1,2012-10-27,14:26:26
563,1675,1,2012-08-28,19:23:41
563,3226,1,2012-12-24,12:59:01
563,3622,2,2013-03-08,17:19:24
563,564,1,2011-05-15,07:48:03
563,570,1,2011-05-15,15:55:14
563,598,1,2011-05-17,13:16:42
563,645,1,2014-07-03,08:12:43
5630,3828,1,2014-06-19,20:39:04
5630,4172,1,2014-07-22,18:35:54
5630,5712,1,2014-12-29,03:39:22
5631,2625,1,2014-06-19,15:38:56
5631,5596,1,2014-06-27,05:49:37
5631,5663,1,2014-06-30,19:47:29
5631,5665,1,2014-07-01,01:10:11
5631,5668,1,2014-07-01,13:21:59
5631,5669,1,2014-07-01,17:24:52
5632,2625,1,2014-06-25,04:16:08
5632,3040,1,2014-06-20,04:29:04
5632,3828,2,2014-06-25,04:08:12
5634,3640,1,2014-06-23,05:34:59
5635,2165,2,2014-07-25,22:04:05
5635,2625,1,2014-07-11,19:50:52
5635,3013,1,2014-07-28,15:13:38
5635,3040,2,2014-07-23,00:28:07
5635,3903,2,2014-08-05,19:22:53
5635,3988,2,2014-08-01,02:26:46
5635,4172,2,2014-07-16,18:20:06
5635,4382,1,2014-08-22,18:58:51
5635,4532,2,2014-07-15,20:26:02
5635,4649,1,2014-06-20,03:34:50
5635,5591,4,2014-08-22,17:55:06
5635,5612,3,2014-07-25,22:38:13
5635,5687,1,2014-07-14,00:03:35
5635,5719,1,2014-08-09,18:54:28
5635,5743,-5,2014-08-22,17:36:00
5635,5744,1,2014-08-20,02:07:19
5635,5746,-5,2014-08-22,19:18:07
5636,1,10,2014-06-21,10:45:55
5636,3429,2,2014-06-21,02:55:12
5636,3988,4,2014-06-21,03:10:48
5636,5612,3,2014-06-21,05:06:59
5636,5638,-10,2014-06-21,11:27:48
5636,5640,-10,2014-06-21,12:26:55
5636,5641,-10,2014-06-21,12:26:26
564,563,1,2011-05-15,07:48:55
564,570,3,2011-05-22,16:48:23
564,598,2,2011-05-18,23:24:33
564,604,1,2011-05-17,18:19:03
564,740,1,2011-05-30,13:06:29
5640,5647,2,2014-06-26,12:15:29
5642,5612,5,2014-07-14,18:10:46
5643,5508,1,2014-08-05,08:56:12
5647,3581,3,2014-06-26,12:03:23
5647,5658,3,2014-06-27,09:30:42
5648,3260,5,2014-06-25,14:51:10
5648,3986,8,2014-11-10,09:33:39
5648,5681,1,2014-09-06,14:39:12
5648,5774,1,2014-09-06,14:26:12
5649,2388,1,2014-06-27,01:09:42
5649,2934,3,2014-07-14,17:09:43
5649,3429,3,2014-06-27,01:09:14
5649,4925,1,2014-06-26,00:12:15
5649,5658,2,2014-06-27,09:11:31
5649,5679,3,2014-07-08,08:04:55
5649,5691,5,2014-07-15,18:31:42
5649,5798,8,2014-09-22,03:46:44
5649,5803,7,2014-09-29,05:12:24
565,566,1,2011-05-15,07:50:16
5650,4205,3,2014-06-26,00:27:14
5654,135,6,2014-07-02,03:16:25
5654,159,4,2014-07-06,23:52:07
5654,192,3,2014-07-07,00:53:18
5654,2934,3,2014-07-05,14:09:26
5654,3427,1,2014-07-02,00:02:40
5654,481,2,2014-07-02,03:17:02
5654,5212,3,2014-07-02,10:19:48
5654,5316,3,2014-07-03,02:15:41
5655,1352,1,2014-08-13,08:42:11
5655,1953,9,2014-11-06,13:46:28
5655,3707,1,2014-10-03,12:09:43
5655,4197,10,2014-06-27,03:03:11
5655,5506,1,2014-10-19,14:33:36
5655,5510,1,2014-08-28,14:02:51
5655,5525,1,2014-10-14,13:02:05
5655,5720,10,2014-08-11,00:28:02
5655,5768,2,2014-09-03,11:53:57
5655,5784,1,2014-09-09,23:37:18
5655,5799,1,2014-09-22,21:26:08
5655,5808,1,2014-10-10,02:41:47
5655,5809,1,2014-10-10,02:49:21
5656,5596,1,2014-06-27,07:44:49
5657,5596,1,2014-06-27,08:30:52
5658,5647,2,2014-06-27,09:04:34
5658,5649,2,2014-06-27,09:05:53
566,1217,2,2011-09-14,17:26:00
566,1477,2,2011-09-13,19:22:41
566,468,2,2011-07-05,13:04:08
566,533,1,2011-05-18,23:02:02
566,546,1,2011-09-13,17:21:31
566,565,1,2011-05-15,07:50:36
566,832,-1,2011-06-10,19:33:11
566,849,1,2011-06-05,16:08:07
5661,1352,2,2014-08-11,00:39:38
5661,3470,5,2014-10-26,02:32:47
5661,3707,1,2014-08-11,00:48:07
5661,5482,1,2014-08-11,00:19:33
5661,5602,5,2014-10-26,02:36:17
5661,5606,2,2014-10-26,02:26:12
5661,5623,4,2014-10-26,02:35:02
5661,5806,5,2014-10-26,02:39:33
5663,5631,1,2014-06-30,19:50:33
5664,2397,7,2014-06-30,23:30:29
5665,5631,1,2014-07-01,01:18:25
5665,5666,1,2014-07-01,01:22:59
5666,5665,5,2014-07-01,11:22:40
5667,2388,1,2014-07-01,02:59:44
5667,2919,-10,2014-07-16,23:18:57
5667,2934,1,2014-07-16,23:05:57
5667,3451,1,2015-06-30,00:03:19
5667,3722,-5,2014-07-17,21:11:22
5667,3804,1,2014-07-01,02:44:30
5667,3828,1,2014-07-01,03:47:36
5667,481,1,2014-07-17,00:29:49
5667,5316,2,2014-07-18,18:00:35
5668,5631,1,2014-07-01,13:22:53
5669,5631,1,2014-07-01,17:25:29
567,1,1,2011-05-15,09:18:20
567,583,1,2011-05-18,00:32:55
567,687,1,2011-05-26,03:04:05
5670,3878,1,2014-07-02,21:06:54
5672,5591,1,2014-07-03,16:37:25
5673,3828,1,2014-07-04,20:11:56
5674,3609,1,2014-07-04,23:51:32
5674,5529,1,2014-07-06,19:48:11
5676,1352,2,2014-09-24,15:28:58
5677,3722,3,2014-07-29,03:35:15
5677,5578,2,2014-07-23,23:34:32
5678,4499,1,2014-07-08,04:26:10
5680,3988,3,2014-07-09,18:05:31
5680,5529,3,2014-07-24,11:03:15
5682,4291,1,2014-07-11,06:27:25
5685,5612,1,2014-07-11,21:31:41
5687,2167,-1,2014-07-19,17:59:34
5687,5635,5,2014-07-14,00:05:16
5688,5318,1,2016-01-07,16:55:49
5688,5506,1,2015-10-19,17:49:58
5688,5749,5,2014-08-22,19:27:32
5689,35,1,2014-08-26,22:57:48
5689,4197,1,2014-07-15,01:22:19
5689,5079,2,2014-07-15,19:35:33
5689,5635,-5,2014-08-27,19:17:09
569,1,1,2011-05-15,10:24:57
569,494,1,2011-06-04,11:27:08
569,882,1,2011-06-13,21:55:20
5691,1810,1,2014-08-28,01:09:31
5691,2306,1,2014-08-28,02:21:12
5691,3451,1,2014-10-21,21:04:07
5691,5649,5,2014-07-15,18:36:59
5691,5693,1,2014-09-04,00:33:42
5691,5801,-5,2014-10-21,23:25:01
5692,3828,1,2014-07-17,00:28:15
5694,5612,2,2014-07-18,04:39:13
5695,3722,1,2014-07-19,14:55:41
5699,5612,4,2014-07-25,23:20:15
57,1,7,2012-03-19,04:33:46
57,1018,8,2014-05-23,03:17:35
57,110,1,2011-02-05,02:41:08
57,1201,4,2012-08-14,04:10:59
57,1245,1,2012-12-24,20:37:42
57,1316,3,2012-08-14,02:07:55
57,1317,1,2012-04-14,05:36:43
57,1363,7,2013-07-19,23:18:55
57,1386,1,2012-05-20,17:33:17
57,1396,5,2012-12-19,23:59:54
57,1403,1,2013-01-02,04:50:48
57,144,1,2011-05-08,23:19:49
57,1508,1,2012-05-12,04:56:25
57,1565,2,2012-10-25,04:39:55
57,1566,3,2012-01-15,20:20:47
57,1810,6,2014-08-06,20:26:35
57,1899,3,2013-06-18,00:15:29
57,1921,1,2012-03-30,02:06:20
57,1923,1,2012-04-01,04:49:24
57,2028,-10,2013-07-19,20:31:17
57,2053,1,2012-05-09,19:55:11
57,2165,1,2013-11-20,18:37:49
57,2214,1,2012-10-25,04:44:34
57,228,3,2012-08-02,07:07:12
57,2388,1,2013-01-21,01:22:56
57,2397,2,2013-05-20,18:05:38
57,2404,1,2013-09-14,07:08:59
57,2411,1,2012-08-11,16:08:23
57,2452,1,2012-08-18,17:26:34
57,25,2,2011-03-08,05:04:17
57,2593,1,2012-09-19,21:49:26
57,2778,1,2012-10-11,03:05:28
57,2812,2,2012-10-25,04:38:42
57,2859,1,2012-10-26,19:31:54
57,2942,2,2013-09-20,00:55:50
57,3278,5,2013-09-19,03:13:40
57,33,1,2013-01-17,01:30:56
57,3465,2,2013-05-10,03:08:23
57,353,2,2013-05-19,05:53:29
57,3598,3,2013-12-10,15:09:27
57,3837,3,2013-07-17,08:24:25
57,3878,1,2014-06-01,16:20:38
57,4,2,2011-01-01,01:54:14
57,401,1,2011-05-02,01:13:08
57,4172,6,2014-08-06,19:54:25
57,4197,2,2013-12-02,23:38:36
57,4214,1,2013-05-06,07:11:18
57,4291,4,2013-11-26,02:13:38
57,4611,1,2013-08-27,21:44:36
57,4833,5,2013-12-09,19:01:44
57,522,1,2011-05-26,02:28:59
57,5227,1,2014-09-16,22:21:01
57,537,2,2011-05-21,04:42:26
57,550,2,2013-05-20,18:01:09
57,5712,-1,2014-10-22,00:39:38
57,64,5,2012-10-25,04:42:35
57,697,2,2011-06-03,04:10:07
57,7,8,2011-04-25,06:24:12
57,905,-2,2014-08-09,23:40:46
570,1146,1,2011-06-14,22:37:11
570,1159,1,2011-06-15,19:42:19
570,1169,2,2011-06-18,21:34:25
570,1236,3,2011-06-24,18:47:57
570,2788,-4,2012-11-23,22:47:49
570,563,1,2011-05-15,15:58:15
570,564,3,2011-05-22,16:50:13
570,571,10,2011-05-15,16:03:31
570,573,1,2011-05-15,23:27:14
570,574,3,2011-05-21,23:29:31
570,641,4,2011-10-07,19:05:46
570,646,2,2011-05-25,22:09:36
570,657,2,2011-05-31,20:18:16
570,669,2,2011-05-23,20:21:41
570,673,3,2011-06-21,21:13:42
570,683,3,2011-05-25,20:22:24
570,707,1,2011-05-26,20:57:18
570,761,1,2011-05-31,19:51:51
570,816,1,2011-06-02,22:25:11
5700,35,1,2014-07-28,16:06:34
5700,3988,1,2014-07-28,16:03:48
5700,5612,5,2014-07-28,17:36:15
5701,4315,3,2014-08-09,02:38:55
5702,35,1,2014-08-20,23:31:58
5704,5556,1,2014-07-25,19:30:24
5704,5801,1,2014-09-25,19:04:15
5707,215,2,2015-01-03,17:48:58
5707,2934,1,2014-07-31,17:49:23
5707,3988,2,2014-08-02,21:59:15
5707,5413,1,2014-07-31,17:35:07
5708,2165,1,2014-07-30,19:03:43
571,1213,1,2011-06-21,18:53:08
571,570,10,2011-05-15,16:01:24
571,573,1,2011-05-18,22:07:26
571,641,1,2011-05-26,19:19:34
571,707,2,2011-05-29,20:10:38
5710,1746,1,2014-08-03,01:53:39
5712,3451,2,2014-09-24,16:36:29
5712,5612,5,2014-08-31,02:37:59
5712,5691,3,2014-09-25,20:52:31
5712,5800,2,2014-09-25,18:20:35
5714,5612,1,2014-08-06,00:15:24
5715,5363,1,2014-08-06,00:57:41
5715,5529,1,2014-08-06,00:45:53
5715,5612,1,2014-08-06,00:36:51
5717,35,10,2014-08-08,22:14:06
5719,5227,1,2014-08-09,18:37:03
5719,5635,2,2014-08-09,18:45:46
5719,5729,10,2014-08-13,20:31:53
572,415,1,2011-06-02,11:22:48
572,549,1,2011-06-09,00:25:12
5722,1557,1,2014-08-11,21:20:28
5723,5541,1,2014-08-12,01:46:52
5724,5612,1,2014-08-13,00:21:51
5725,5612,1,2014-08-13,04:35:27
5726,5316,4,2014-08-13,04:38:53
5729,3988,-10,2014-08-14,14:08:00
5729,5730,1,2014-08-13,21:06:03
5729,5731,3,2014-08-14,13:31:25
5729,5732,3,2014-08-14,13:56:32
573,1461,2,2011-09-06,19:22:09
573,1559,5,2011-11-09,09:18:21
573,570,1,2011-05-15,23:11:23
573,571,1,2011-05-15,23:22:52
573,716,5,2011-06-11,18:55:54
5730,5729,10,2014-08-13,21:06:45
5731,5729,10,2014-08-14,13:34:52
5732,5729,10,2014-08-14,13:57:45
5733,3722,-10,2014-08-14,14:10:24
5733,3988,-10,2014-08-14,14:08:57
5733,5227,-10,2014-08-14,14:14:52
5736,3722,1,2014-08-16,19:11:49
5738,1201,-10,2014-08-17,01:20:13
5738,5556,-10,2014-08-17,01:02:36
5739,5578,1,2014-08-17,18:41:16
574,570,3,2011-05-21,23:31:49
5740,5227,1,2014-08-18,15:52:13
5743,5635,1,2014-08-20,09:07:38
5744,5635,1,2014-08-20,02:09:15
575,443,4,2011-05-16,01:39:02
5753,3451,1,2014-08-26,19:10:23
5753,5227,1,2014-10-24,22:11:33
5759,3916,1,2015-05-13,20:06:28
5759,4511,1,2014-09-07,19:20:39
5759,5508,1,2014-08-29,18:26:59
5759,5761,10,2014-08-29,19:22:46
5759,5850,1,2014-11-24,05:07:28
576,104,10,2011-06-12,05:47:16
576,261,1,2011-06-01,00:51:59
576,462,3,2011-06-06,19:15:39
576,507,2,2011-05-31,03:53:50
576,652,5,2011-06-10,19:14:20
576,768,1,2011-06-06,23:50:45
5760,3470,5,2014-08-29,20:49:26
5760,5762,5,2014-08-30,15:52:25
5760,5763,5,2014-08-30,15:52:09
5760,5764,5,2014-09-01,17:55:52
5760,5788,5,2014-09-23,21:23:16
5761,5759,10,2014-08-29,21:40:58
5762,2580,5,2014-08-30,05:57:13
5762,3470,8,2014-08-30,05:45:24
5762,5602,5,2014-08-30,05:53:20
5762,5623,8,2014-08-30,05:54:17
5762,5760,5,2014-08-30,05:55:13
5762,5763,5,2014-08-30,15:29:11
5763,3470,5,2014-08-30,16:22:42
5763,5760,5,2014-08-30,16:23:50
5763,5762,5,2014-08-30,16:22:52
5763,5764,5,2014-09-01,20:04:52
5763,5788,8,2014-09-13,11:55:26
5765,1810,1,2015-01-14,19:15:59
5765,2296,-1,2014-09-03,00:16:55
5765,3804,1,2014-09-02,23:23:23
5765,5449,1,2015-04-07,04:59:52
5765,5712,-5,2014-09-02,23:16:07
5765,5825,1,2014-10-22,00:15:58
5766,3804,2,2014-09-08,00:51:09
5767,5612,1,2014-09-03,05:15:22
577,1094,1,2011-06-25,06:14:58
577,452,1,2011-06-23,00:04:50
577,462,1,2011-05-17,18:42:29
577,651,1,2011-05-24,21:12:16
577,708,1,2011-05-26,20:56:10
577,882,1,2011-06-19,08:35:36
577,929,1,2011-06-20,01:32:57
5777,35,1,2014-09-22,12:47:48
5777,3828,1,2014-09-22,18:00:10
5777,3988,1,2014-09-12,19:10:10
5777,4518,1,2014-09-07,18:04:59
578,1100,1,2011-06-19,07:30:20
578,222,1,2011-05-16,02:21:00
578,405,2,2011-05-16,02:21:42
578,443,1,2011-05-16,02:29:11
578,610,1,2011-05-20,14:27:51
578,628,1,2011-05-19,01:00:03
578,874,1,2011-06-05,00:55:45
578,885,2,2011-06-08,04:22:59
578,943,3,2011-06-09,00:05:57
5781,3828,1,2014-09-08,19:41:40
5781,5917,1,2015-02-24,04:28:03
5783,35,1,2014-09-09,22:19:06
5783,3988,1,2014-09-09,22:18:02
5783,5413,1,2014-09-09,22:20:07
5784,1352,3,2014-09-17,22:57:35
5784,3707,2,2014-09-17,22:56:54
5784,5655,3,2014-09-17,22:58:05
5784,590,1,2014-09-17,22:56:35
5788,5763,8,2014-09-13,12:06:25
579,1,2,2011-06-03,06:41:28
579,1053,1,2011-12-30,06:13:12
579,13,1,2011-12-29,22:58:57
579,1334,1,2011-12-30,04:18:55
579,1348,1,2011-12-25,21:33:00
579,1636,1,2011-12-26,03:45:13
579,273,1,2011-06-06,21:35:12
579,353,2,2011-12-26,05:27:59
579,399,1,2011-06-19,02:58:23
579,687,1,2011-06-03,07:26:00
579,7,6,2011-05-27,07:49:22
579,72,1,2011-06-22,07:48:13
579,905,1,2011-06-19,05:02:39
5791,5612,10,2014-09-15,18:24:53
5793,35,6,2014-09-27,21:52:43
5795,2388,1,2014-09-18,04:17:12
5796,2867,1,2014-09-19,03:09:20
5798,5649,8,2014-09-22,03:50:06
580,159,2,2011-05-16,17:39:36
5800,4925,1,2014-09-24,23:05:02
5800,5712,1,2014-09-25,18:21:21
5801,3451,1,2014-09-26,17:15:37
5801,35,1,2014-10-18,18:04:57
5801,5704,1,2014-09-25,19:05:24
5801,5791,-10,2014-09-30,03:08:05
5801,5804,-10,2014-09-30,03:08:20
5801,5820,1,2014-10-17,01:09:03
5801,5825,1,2014-10-21,22:30:03
5802,3878,1,2014-09-28,18:54:48
5803,4611,1,2014-11-05,21:04:33
5805,892,1,2014-09-30,14:15:46
5806,5602,8,2014-10-08,01:07:52
5806,5606,8,2014-10-08,01:07:32
5806,5623,7,2014-10-08,01:04:17
5806,5661,5,2014-10-08,01:02:54
581,159,10,2011-05-16,18:02:51
581,583,1,2011-05-16,19:55:39
5811,1352,1,2014-12-01,17:59:43
5811,1735,2,2015-07-31,11:33:38
5811,3707,1,2015-03-28,03:43:55
5811,4925,3,2015-01-28,22:23:07
5811,5525,1,2015-03-28,03:44:06
5811,5947,1,2015-05-15,02:49:30
5811,6003,1,2015-12-28,09:56:10
5813,3451,1,2014-10-11,22:09:45
5814,5577,1,2014-10-16,15:53:52
5818,3707,1,2014-10-16,05:15:06
